CustomerID,Name,Age,Gender,EducationQualification,MonthlyEarning,MonthlyExpenditure,EmploymentStatus,EmploymentDuration,RentPaymentHistory,UtilityPaymentHistory,IncomeToExpenditureRatio,CreditPaymentHistory,CreditCardLimitUsage,CreditMix,CreditHistoryLength,InsuranceConsistency,NewCredit,CreditScore
4f7c1491-21fa-48a0-bcf4-ced1c17e3dc0,Kevin Johnson,45,Male,High School,5244,4396.45,Part-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.19,1-2 Late Payments in Last 12 Months,0.32148,Credit Card + One Loan Type,6-12 Months,No Insurance,18,61.01
497dd968-b4b6-4702-a11a-7d790da761fd,Jacob Turner,38,Female,Graduate,6950,2172.91,Contract,2-5 years,Excellent (100% on-time),Poor(<70% on-time),3.2,Always On Time,0.09392,Only Credit Card,6-12 Months,Irregular Payments/Expired,44,67.06
90a67567-23f2-468f-876a-25332d91ac23,Shawn Nash,63,Male,High School,3339,2721.92,Full-Time,6-12 months,Poor(<70% on-time),Excellent (100% on-time),1.23,3-5 Late Payments in Last 12 Months,0.64601,No Credit,1-3 Years,Irregular Payments/Expired,80,35.53
d5d4999b-39d8-4a14-a9fa-c66650c74b31,Kathleen Diaz,30,Female,Graduate,16283,13867.54,Part-Time,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.17,Defaulted/Collection,0.94697,Credit Card + One Loan Type,1-3 Years,No Insurance,31,35.49
330062f1-e231-4ce6-85d6-2ecd3030d7f4,Steve Cobb,44,Female,Postgraduate,6141,3144.98,Self-Employed,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.95,6+ Late Payments in Last 12 Months,0.50798,Only Loans,5-10 Years,All Active and Paid On Time,74,52.76
42650798-4b80-4fa6-bab1-fa122d5737a0,Julie Freeman,53,Female,Diploma,1727,1263.65,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.37,Always On Time,0.45771,No Credit,6-12 Months,All Active and Paid On Time,33,62.45
17a85108-43b9-4b02-b089-8400b2932bfb,Pamela Martinez,24,Male,Postgraduate,6760,3821.17,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.77,3-5 Late Payments in Last 12 Months,0.86395,Credit Card + Multiple Loan Types,5-10 Years,All Active but One Missed Renewal,4,65.02
5d15c129-9425-4e90-9aeb-50557d692580,Jaime Mcmillan,39,Male,Below High School,15563,10787.33,Full-Time,5+ years,Excellent (100% on-time),No History,1.44,Always On Time,0.4246,Only Credit Card,3-5 Years,All Active and Paid On Time,9,66.76
85e620fe-a44e-43e1-85ba-136f594ed61a,Lisa Molina,27,Female,Postgraduate,16280,8208.22,Self-Employed,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.98,6+ Late Payments in Last 12 Months,0.68093,Only Credit Card,3-5 Years,Irregular Payments/Expired,43,42.03
afe1d845-a18a-4249-945a-1de3731dc76f,Charles May,56,Male,Graduate,8195,4044.52,Unemployed,6-12 months,Good (90-80% on-time),Good (90-80% on-time),2.03,6+ Late Payments in Last 12 Months,0.38864,Only Credit Card,1-3 Years,All Active but One Missed Renewal,32,48.72
f31d40e2-0967-4567-aba4-39e6d4ec494f,Andrew Anderson,32,Male,Diploma,13729,7614.93,Unemployed,Less than 6 months,Excellent (100% on-time),Fair(80-70% on-time),1.8,1-2 Late Payments in Last 12 Months,0.37714,Credit Card + One Loan Type,1-3 Years,Irregular Payments/Expired,47,57.09
27dc3b65-62bb-484c-95d1-2c70d5b07c12,Alyssa Salinas,32,Male,High School,7419,2873.68,Unemployed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.58,Always On Time,0.18781,Credit Card + Multiple Loan Types,5-10 Years,All Active and Paid On Time,52,81.81
fe66c4fa-35ed-4f38-9197-107c89b702ed,Billy Webb,21,Male,PhD,10635,8494,Unemployed,5+ years,Excellent (100% on-time),Good (90-80% on-time),1.25,1-2 Late Payments in Last 12 Months,0.08845,Only Credit Card,6-12 Months,No Insurance,94,54.5
a560c775-58cf-4966-af11-0436b3c28ec5,Sandra Simpson,49,Female,High School,12982,6610.68,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.96,Always On Time,0.88516,Only Credit Card,1-3 Years,All Active but One Missed Renewal,47,55.06
49e785c7-cbd8-415e-ae98-b722cf97b016,Samuel Williams,40,Male,High School,2071,1118.53,Part-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.85,3-5 Late Payments in Last 12 Months,0.18122,Credit Card + One Loan Type,10+ Years,Irregular Payments/Expired,86,60.33
f7eefd84-b31c-4349-9799-2f42351b3e63,Jason Walker,23,Female,Diploma,10013,8375.2,Part-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.2,Always On Time,0.06222,Only Loans,10+ Years,No Insurance,85,67.76
be3de265-d471-4d86-8d36-645980f6c26c,Paul Matthews,41,Female,Graduate,10732,6417.46,Part-Time,6-12 months,Fair(80-70% on-time),Good (90-80% on-time),1.67,Always On Time,0.58231,Only Credit Card,<6 Months,All Active and Paid On Time,89,50.74
8365d2cf-173b-4226-84d9-ea2dcb56eb48,Michael Miller,37,Male,Graduate,2863,1793.82,Unemployed,1-2 years,Good (90-80% on-time),Excellent (100% on-time),1.6,1-2 Late Payments in Last 12 Months,0.546,Credit Card + Multiple Loan Types,3-5 Years,No Insurance,54,59.63
37df8dfb-421a-4d96-b5f1-e04bc5fe21d6,Hannah Morris,54,Female,High School,14410,12592.88,Full-Time,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.14,6+ Late Payments in Last 12 Months,0.56776,Only Loans,1-3 Years,No Insurance,29,46.02
ec02e881-080c-4aaa-82c6-cc4277ba69f1,Gregory Holland,37,Female,Diploma,2080,1730.63,Full-Time,2-5 years,Excellent (100% on-time),Good (90-80% on-time),1.2,1-2 Late Payments in Last 12 Months,0.4681,Only Credit Card,1-3 Years,All Active and Paid On Time,79,55.41
a190aa44-a888-4521-845c-10ea1d842e8f,Michelle Estrada,29,Male,Diploma,15612,6271.03,Unemployed,2-5 years,Good (90-80% on-time),Good (90-80% on-time),2.49,1-2 Late Payments in Last 12 Months,0.14194,Only Loans,6-12 Months,Irregular Payments/Expired,32,61.85
779d7db4-23ca-4f2f-b9a7-59de2fb9950b,Calvin Hoffman,50,Female,Diploma,3881,2266.23,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.71,Always On Time,0.02091,Only Loans,1-3 Years,All Active and Paid On Time,90,72.46
9053317b-5f4d-4c1d-92af-891a9639e2b7,Michael Shaw,45,Female,Graduate,9325,8231.9,Unemployed,6-12 months,Poor(<70% on-time),Excellent (100% on-time),1.13,1-2 Late Payments in Last 12 Months,0.04641,Only Loans,1-3 Years,All Active and Paid On Time,10,66.7
e6b9f3a3-96a0-4726-a886-a9fc60beb85d,Tina Frazier,25,Male,Postgraduate,3225,1688.03,Contract,6-12 months,Poor(<70% on-time),Poor(<70% on-time),1.91,1-2 Late Payments in Last 12 Months,0.94315,Only Loans,1-3 Years,All Active and Paid On Time,68,42.87
1ac7ea5b-b387-411d-9286-f97708aa6127,Stephen Meyer,18,Male,Diploma,16217,8480.58,Full-Time,Less than 6 months,Fair(80-70% on-time),Excellent (100% on-time),1.91,Defaulted/Collection,0.53185,Only Loans,5-10 Years,Irregular Payments/Expired,48,42.52
e6a98352-de8c-4a13-9bdf-d4cea125151b,Hannah Newton,54,Male,Diploma,5930,2472.92,Self-Employed,2-5 years,Excellent (100% on-time),Good (90-80% on-time),2.4,Always On Time,0.39972,Only Credit Card,6-12 Months,Irregular Payments/Expired,61,60.47
79ba19db-6be1-410b-a8a3-df6e02059f80,Frederick Houston,39,Male,Diploma,5618,2070.76,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),2.71,Always On Time,0.41083,Only Credit Card,3-5 Years,Irregular Payments/Expired,11,69.86
e729b06f-a5db-4ca3-9630-202155afb783,Angela Fisher,23,Male,PhD,3284,2443.9,Full-Time,2-5 years,Fair(80-70% on-time),Good (90-80% on-time),1.34,Always On Time,0.6522,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,97,63.28
5ba62f73-e9c4-4f0d-afe6-8a5219a7361b,Lauren Turner,38,Female,PhD,9813,7477.69,Contract,Less than 6 months,Good (90-80% on-time),Good (90-80% on-time),1.31,6+ Late Payments in Last 12 Months,0.37666,Credit Card + One Loan Type,10+ Years,Irregular Payments/Expired,71,50.89
8bf9a66d-7782-483f-a9a9-b2d74e681465,David Villa,49,Female,Postgraduate,6607,5823.46,Unemployed,2-5 years,Good (90-80% on-time),Fair(80-70% on-time),1.13,1-2 Late Payments in Last 12 Months,0.79646,Credit Card + One Loan Type,3-5 Years,No Insurance,29,51.4
7062dff6-0591-47e1-8086-08612fa83aa4,David Fowler,52,Male,Diploma,9271,7083.52,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.31,6+ Late Payments in Last 12 Months,0.25994,No Credit,1-3 Years,All Active but One Missed Renewal,89,44.89
97f483d6-74d9-4fb1-9dda-4e36cf292101,Stephen Edwards,32,Male,High School,12941,5771.83,Full-Time,Less than 6 months,Fair(80-70% on-time),Excellent (100% on-time),2.24,3-5 Late Payments in Last 12 Months,0.36726,Only Loans,5-10 Years,All Active but One Missed Renewal,45,59.5
bb1fdb98-6f5a-481a-b1ca-a64c93727484,Audrey Knox,22,Female,Diploma,2293,743.09,Full-Time,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),3.09,Defaulted/Collection,0.935,Credit Card + Multiple Loan Types,6-12 Months,All Active but One Missed Renewal,19,43.08
3e5bd4af-d587-47a3-b93c-04f7663ab809,Kevin Perry,63,Male,Diploma,11984,10680.89,Full-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.12,Always On Time,0.26028,No Credit,3-5 Years,All Active but One Missed Renewal,43,67
99d75477-5f8b-40f7-b92e-efe040a8bd6b,Carlos Escobar,67,Male,Graduate,2612,1317.15,Full-Time,5+ years,Fair(80-70% on-time),Fair(80-70% on-time),1.98,Always On Time,0.66159,Credit Card + One Loan Type,<6 Months,All Active but One Missed Renewal,32,60.18
66b1f859-adb5-45e6-bb88-e4ef567f3096,Kayla Brooks,65,Female,Postgraduate,4397,2142.14,Contract,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),2.05,3-5 Late Payments in Last 12 Months,0.36457,Only Credit Card,3-5 Years,Some Regular Policies,71,52.59
edd24200-f884-495d-8a45-e44d4cd82847,Andrea Anderson,23,Female,Postgraduate,9597,8095.77,Part-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),1.19,3-5 Late Payments in Last 12 Months,0.4712,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,2,66.41
ef4c113d-c35f-4e12-bbfb-48d5e09f6e24,Margaret Jordan,42,Female,Postgraduate,6915,4502.08,Unemployed,6-12 months,Excellent (100% on-time),No History,1.54,3-5 Late Payments in Last 12 Months,0.04519,Credit Card + One Loan Type,<6 Months,All Active and Paid On Time,88,53.94
1b9c67e0-81c8-4e2b-ad48-6d9ae69f1f78,Sarah Mcclain,63,Male,Diploma,2300,986.52,Full-Time,6-12 months,Good (90-80% on-time),Excellent (100% on-time),2.33,3-5 Late Payments in Last 12 Months,0.16723,Credit Card + One Loan Type,5-10 Years,Some Regular Policies,43,68.16
44f4d74f-c629-4ca6-ad07-67746bc5bcd4,Olivia Wiley,57,Female,Graduate,3251,2709.57,Part-Time,Less than 6 months,Excellent (100% on-time),Good (90-80% on-time),1.2,3-5 Late Payments in Last 12 Months,0.10191,Credit Card + Multiple Loan Types,<6 Months,No Insurance,11,61.31
97d3d50e-6697-4f77-93d6-40ccf4382911,Kristen Fox,46,Male,Diploma,5810,5205.86,Self-Employed,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.12,Defaulted/Collection,0.84472,Credit Card + Multiple Loan Types,6-12 Months,All Active and Paid On Time,77,37.5
2a983090-831f-4302-a9fd-9b08074f6459,Samantha Burton,24,Female,High School,1795,631.85,Unemployed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),2.84,Defaulted/Collection,0.96169,Only Credit Card,5-10 Years,All Active and Paid On Time,99,35.48
98cb3cb4-e2f7-47ea-8cf2-fdf8ec1f5d97,Nancy Miller MD,57,Male,Postgraduate,9191,7512.27,Part-Time,6-12 months,Excellent (100% on-time),Good (90-80% on-time),1.22,Always On Time,0.06797,Only Credit Card,<6 Months,No Insurance,90,57.68
862a76f2-f15e-409c-b297-fa7ff719ae43,Gregory Simpson,30,Male,Below High School,13755,7349.43,Part-Time,5+ years,Fair(80-70% on-time),Fair(80-70% on-time),1.87,1-2 Late Payments in Last 12 Months,0.07685,Only Loans,3-5 Years,All Active and Paid On Time,16,69.3
9167adea-f8f1-466b-b395-1a4532ce6a3d,Michael Price,55,Male,Graduate,9560,5874.08,Unemployed,1-2 years,Excellent (100% on-time),Good (90-80% on-time),1.63,1-2 Late Payments in Last 12 Months,0.55217,Only Credit Card,6-12 Months,All Active but One Missed Renewal,22,55.15
a9d500dd-2140-4672-a3b9-7f36c0793f64,Virginia White,35,Female,Diploma,2874,2439.71,Full-Time,6-12 months,Fair(80-70% on-time),Excellent (100% on-time),1.18,1-2 Late Payments in Last 12 Months,0.50403,Only Credit Card,6-12 Months,Irregular Payments/Expired,99,43.99
0dc5d7d9-f5bc-40c0-89df-af7c55492107,Justin Miller,19,Female,Graduate,12528,11075.1,Full-Time,1-2 years,Excellent (100% on-time),Good (90-80% on-time),1.13,Always On Time,0.65057,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,20,71.95
caf91924-4f2c-4cfd-9724-5dacf8673a5b,David Pugh,25,Female,Postgraduate,14245,6514.21,Part-Time,2-5 years,Good (90-80% on-time),Excellent (100% on-time),2.19,1-2 Late Payments in Last 12 Months,0.73681,Only Loans,<6 Months,Some Regular Policies,30,52.51
589a2b88-cd2e-4c8b-a436-c8dec40cfbde,Douglas Willis,28,Male,Diploma,14824,6340.38,Contract,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.34,Defaulted/Collection,0.79722,Credit Card + Multiple Loan Types,3-5 Years,All Active and Paid On Time,62,47.48
75e913d8-2a53-4bd6-a55f-daa5756e3fd6,Alexandra Freeman,50,Female,Postgraduate,13242,4612.32,Full-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.87,Always On Time,0.14908,No Credit,10+ Years,No Insurance,29,74.8
334dd7aa-25c1-4899-a89a-92c5003742ae,Brian Obrien,55,Female,Diploma,4871,3103.21,Part-Time,5+ years,Good (90-80% on-time),Excellent (100% on-time),1.57,6+ Late Payments in Last 12 Months,0.03784,No Credit,5-10 Years,All Active and Paid On Time,38,60.66
4eba12da-4d20-46cf-ac0c-ad5ce2095271,Kathryn Coleman,65,Male,Graduate,11382,3507.51,Part-Time,Less than 6 months,Excellent (100% on-time),Fair(80-70% on-time),3.25,Always On Time,0.88916,Only Loans,5-10 Years,No Insurance,74,55.2
db964db1-3c76-46e5-af41-87bc1493794a,Michael Smith,44,Male,Postgraduate,11428,6252.7,Unemployed,5+ years,Poor(<70% on-time),Good (90-80% on-time),1.83,3-5 Late Payments in Last 12 Months,0.46954,Credit Card + One Loan Type,1-3 Years,No Insurance,59,49.96
b960df1f-1715-4d76-afc1-aaeb340ce8c9,Mary Perez,37,Female,Graduate,10691,3678.03,Full-Time,Less than 6 months,Excellent (100% on-time),Poor(<70% on-time),2.91,1-2 Late Payments in Last 12 Months,0.97124,Only Credit Card,5-10 Years,All Active but One Missed Renewal,81,49.17
8e2b4d2c-af49-4395-a775-957e3ea6ca65,Jason Hernandez,29,Female,PhD,12409,6739.77,Full-Time,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),1.84,1-2 Late Payments in Last 12 Months,0.53277,Only Loans,5-10 Years,All Active but One Missed Renewal,78,60.48
01440fa3-5fcf-4c27-868e-47b0d87db947,Jason Bailey,60,Female,Diploma,6831,2212.97,Part-Time,1-2 years,Excellent (100% on-time),Good (90-80% on-time),3.09,6+ Late Payments in Last 12 Months,0.51003,Credit Card + Multiple Loan Types,10+ Years,Irregular Payments/Expired,80,56.58
1993edfe-583f-497d-a8c9-d68c7a3338e0,Martin Gomez,48,Male,Graduate,2522,2020.45,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.25,Defaulted/Collection,0.62298,Credit Card + One Loan Type,6-12 Months,All Active and Paid On Time,18,47.1
64e04880-afd1-4c73-8cc1-9913788664f3,James Simon,44,Female,Graduate,4845,2063.21,Contract,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),2.35,1-2 Late Payments in Last 12 Months,0.17014,Only Credit Card,5-10 Years,All Active and Paid On Time,26,72.63
78e90ae9-e9af-4d28-b665-de1bb2e33ad9,Lawrence Parker,49,Male,PhD,4514,2243.39,Self-Employed,6-12 months,Excellent (100% on-time),Fair(80-70% on-time),2.01,3-5 Late Payments in Last 12 Months,0.25404,Only Credit Card,6-12 Months,Some Regular Policies,18,56.75
76a6e2e6-d4d3-4808-a054-a51cab1ead74,Robert Hobbs,27,Male,High School,9483,7795.3,Contract,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.22,3-5 Late Payments in Last 12 Months,0.90581,Only Credit Card,<6 Months,All Active but One Missed Renewal,12,42.13
eabd37da-c357-4620-be24-5711b4cb1a42,Michelle Robinson,20,Female,Postgraduate,5301,3963.87,Unemployed,5+ years,Excellent (100% on-time),Excellent (100% on-time),1.34,Always On Time,0.21233,Credit Card + One Loan Type,1-3 Years,All Active and Paid On Time,85,71.23
517fd316-20e5-4866-a338-0b421887fa69,Julie Smith,62,Female,Graduate,2996,1292.54,Unemployed,1-2 years,Excellent (100% on-time),Excellent (100% on-time),2.32,Always On Time,0.23297,Credit Card + Multiple Loan Types,5-10 Years,All Active and Paid On Time,0,86.71
665ec4dd-222e-4711-af6d-5b4bc356dee2,Elizabeth Mills,44,Male,Diploma,2044,701.38,Part-Time,1-2 years,Good (90-80% on-time),Fair(80-70% on-time),2.91,6+ Late Payments in Last 12 Months,0.50998,Only Credit Card,6-12 Months,All Active and Paid On Time,63,44.72
487f70f0-e5e4-4935-93bd-99f9c5f4656a,Elizabeth Neal,52,Male,Graduate,5861,4275.04,Unemployed,Less than 6 months,Fair(80-70% on-time),Good (90-80% on-time),1.37,1-2 Late Payments in Last 12 Months,0.64115,Only Loans,<6 Months,Some Regular Policies,87,40.4
df683491-baf9-4a9d-acbc-63edd1ddd3e6,Paul Nguyen,48,Female,Diploma,4059,2169.22,Full-Time,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.87,1-2 Late Payments in Last 12 Months,0.0009,Credit Card + Multiple Loan Types,1-3 Years,All Active and Paid On Time,17,81.65
88bbc5bb-64d3-4090-98d0-fc616cb2170b,Crystal Peterson,32,Female,Graduate,12767,9698.43,Contract,6-12 months,Excellent (100% on-time),Excellent (100% on-time),1.32,Defaulted/Collection,0.45678,Only Credit Card,6-12 Months,All Active but One Missed Renewal,93,35.51
ab7d09b2-7d01-4706-98cc-49bb12581998,Brian Robertson,33,Female,Postgraduate,15543,8815.63,Part-Time,Less than 6 months,Excellent (100% on-time),Excellent (100% on-time),1.76,Always On Time,0.39901,Credit Card + One Loan Type,1-3 Years,All Active but One Missed Renewal,96,65.45
06e2ac94-9620-4553-b860-b58fbd8cc32e,Alexandria Sanchez,30,Male,Graduate,15636,7936.86,Unemployed,2-5 years,Fair(80-70% on-time),Excellent (100% on-time),1.97,Always On Time,0.86562,Only Credit Card,10+ Years,All Active and Paid On Time,58,58.63
2d9be542-9bc8-4ea5-a2b5-e74d38c0f0c3,April Cameron,66,Male,Graduate,14181,8093.43,Part-Time,1-2 years,Excellent (100% on-time),Fair(80-70% on-time),1.75,6+ Late Payments in Last 12 Months,0.8397,Credit Card + Multiple Loan Types,5-10 Years,All Active but One Missed Renewal,67,48.45
5cbe693e-5e7f-48d9-bc33-499fc4916b7f,Megan Cortez,52,Female,Graduate,5600,4195.16,Contract,Less than 6 months,Good (90-80% on-time),Poor(<70% on-time),1.33,1-2 Late Payments in Last 12 Months,0.90592,Only Credit Card,1-3 Years,All Active and Paid On Time,19,46.66
00684d9c-d2bf-4c31-805f-6a69570078c1,Melvin Gutierrez,69,Male,High School,3702,3114.61,Unemployed,Less than 6 months,Excellent (100% on-time),Poor(<70% on-time),1.19,3-5 Late Payments in Last 12 Months,0.84205,Only Loans,1-3 Years,All Active and Paid On Time,98,35.61
65ef2c84-c06e-4481-9963-37aa9c4e1662,Austin Rogers,28,Male,Diploma,15703,5179.8,Contract,2-5 years,Excellent (100% on-time),Fair(80-70% on-time),3.03,Always On Time,0.78671,Only Credit Card,10+ Years,No Insurance,74,56.37
3ae61863-a544-4d55-93c7-f140ea224efd,Tracy Baxter,38,Female,Graduate,12100,7435.05,Contract,Less than 6 months,Good (90-80% on-time),Poor(<70% on-time),1.63,Defaulted/Collection,0.859,No Credit,5-10 Years,Some Regular Policies,52,28.7
0b53d4e6-301e-4689-bffc-b3fe23593443,Anna Conrad,68,Male,Diploma,14284,4566.61,Full-Time,5+ years,Excellent (100% on-time),Fair(80-70% on-time),3.13,Always On Time,0.17481,Credit Card + Multiple Loan Types,3-5 Years,All Active but One Missed Renewal,50,81.95
17c50a7c-6f76-4a77-8d4b-cdb2361352a0,Angela Washington,28,Female,High School,2172,1262.03,Full-Time,6-12 months,Excellent (100% on-time),Poor(<70% on-time),1.72,Always On Time,0.34085,Only Loans,1-3 Years,All Active but One Missed Renewal,62,62.18
2e0c5488-a76f-4d3c-a252-2f2656ef26a3,Rhonda Clark,47,Female,Graduate,13697,11384.53,Unemployed,Less than 6 months,Good (90-80% on-time),Fair(80-70% on-time),1.2,Always On Time,0.68362,Credit Card + One Loan Type,5-10 Years,All Active and Paid On Time,19,64.91
4fa3baf6-48f3-48ba-a697-64976cfb6acc,James Perez,65,Male,Diploma,9881,5108.02,Self-Employed,2-5 years,Excellent (100% on-time),Excellent (100% on-time),1.93,1-2 Late Payments in Last 12 Months,0.92313,Only Loans,3-5 Years,All Active but One Missed Renewal,60,53.84
7b0c036b-d23f-444f-acde-afcd63065765,Teresa Torres,52,Male,Diploma,10074,8658.3,Part-Time,1-2 years,Excellent (100% on-time),Excellent (100% on-time),1.16,6+ Late Payments in Last 12 Months,0.66691,Only Credit Card,3-5 Years,All Active and Paid On Time,7,50.47
